objectid,classification,endyear,medium,title,uuid,iiifurl,iiifthumburl,width,height,maxpixels,created
204672,Photograph,1900-1920,photogravure,The Street—Design for a Poster,ceb41e6a-d52e-4f5f-9f46-1285dae53b5b,https://api.nga.gov/iiif/ceb41e6a-d52e-4f5f-9f46-1285dae53b5b,"https://api.nga.gov/iiif/ceb41e6a-d52e-4f5f-9f46-1285dae53b5b/full/!200,200/0/default.jpg",1155,1536,,2014-11-06 12:18:09-05
204678,Photograph,1900-1920,photogravure,Spring,901a2de4-1bf9-477d-b428-d35dab5c574d,https://api.nga.gov/iiif/901a2de4-1bf9-477d-b428-d35dab5c574d,"https://api.nga.gov/iiif/901a2de4-1bf9-477d-b428-d35dab5c574d/full/!200,200/0/default.jpg",1536,1216,,2014-11-07 15:09:15-05
204630,Photograph,1900-1920,photogravure,"Spring Showers, New York",40959372-aee0-4ca2-a66c-613fc40efd53,https://api.nga.gov/iiif/40959372-aee0-4ca2-a66c-613fc40efd53,"https://api.nga.gov/iiif/40959372-aee0-4ca2-a66c-613fc40efd53/full/!200,200/0/default.jpg",607,1536,,2014-11-06 12:15:14-05
35410,Photograph,1900-1920,photogravure on beige thin slightly textured laid Japanese paper,Spring Showers—The Street-Cleaner,43c08761-f4d7-4885-b08e-c84ff079acc3,https://api.nga.gov/iiif/43c08761-f4d7-4885-b08e-c84ff079acc3,"https://api.nga.gov/iiif/43c08761-f4d7-4885-b08e-c84ff079acc3/full/!200,200/0/default.jpg",2496,6294,,2014-09-02 16:35:42-04
35411,Photograph,1900-1920,gelatin silver print,Street Sweeper and Little Tree,96aa10bc-d3f9-40d5-8059-deca6b3f26af,https://api.nga.gov/iiif/96aa10bc-d3f9-40d5-8059-deca6b3f26af,"https://api.nga.gov/iiif/96aa10bc-d3f9-40d5-8059-deca6b3f26af/full/!200,200/0/default.jpg",1944,4931,,2014-02-06 18:32:08-05
35412,Photograph,1900-1920,gelatin silver print,Street Sweeper and Little Tree,76a42117-9aed-4cec-aacb-bc0ce5790c30,https://api.nga.gov/iiif/76a42117-9aed-4cec-aacb-bc0ce5790c30,"https://api.nga.gov/iiif/76a42117-9aed-4cec-aacb-bc0ce5790c30/full/!200,200/0/default.jpg",2971,4790,,2014-01-14 12:18:50-05
35414,Photograph,1900-1920,photogravure on beige thin slightly textured laid Japanese paper,Spring—The Child,15d0729f-5d1c-4a5e-bf9d-b5ee5ece1201,https://api.nga.gov/iiif/15d0729f-5d1c-4a5e-bf9d-b5ee5ece1201,"https://api.nga.gov/iiif/15d0729f-5d1c-4a5e-bf9d-b5ee5ece1201/full/!200,200/0/default.jpg",4851,3832,,2014-09-02 16:06:06-04
35416,Photograph,1900-1920,gelatin silver print mounted on paperboard,Mrs. Stieffel,47c38da4-876c-4121-85c9-892d3a40eb03,https://api.nga.gov/iiif/47c38da4-876c-4121-85c9-892d3a40eb03,"https://api.nga.gov/iiif/47c38da4-876c-4121-85c9-892d3a40eb03/full/!200,200/0/default.jpg",4352,5405,,2014-02-10 16:59:23-05
35418,Photograph,1900-1920,photogravure on beige thin slightly textured laid Japanese paper,"The Street, Fifth Avenue",dfcaae5d-3a27-499c-854a-71303d3999c4,https://api.nga.gov/iiif/dfcaae5d-3a27-499c-854a-71303d3999c4,"https://api.nga.gov/iiif/dfcaae5d-3a27-499c-854a-71303d3999c4/full/!200,200/0/default.jpg",3684,4838,,2014-09-02 16:16:02-04
35419,Photograph,1900-1920,gelatin silver print,Fifth Avenue—30th Street,48cd0651-b031-46e8-b05f-e00cd3660537,https://api.nga.gov/iiif/48cd0651-b031-46e8-b05f-e00cd3660537,"https://api.nga.gov/iiif/48cd0651-b031-46e8-b05f-e00cd3660537/full/!200,200/0/default.jpg",4244,5527,,2014-01-14 12:31:12-05
115379,Photograph,1900-1920,albumen print,"Arcueil-Cachan, Parc de Madame de Provigny",c70d178a-569a-41f9-9d87-5624c6d4ecd2,https://api.nga.gov/iiif/c70d178a-569a-41f9-9d87-5624c6d4ecd2,"https://api.nga.gov/iiif/c70d178a-569a-41f9-9d87-5624c6d4ecd2/full/!200,200/0/default.jpg",4190,3388,,2011-03-28 15:58:14-04
125746,Photograph,1900-1920,photogravure on chine collé mounted on white paper and on dark gray wove paper,Portrait of Miss Jones,0f4d17f3-6178-4c09-90fb-7be98c457ed4,https://api.nga.gov/iiif/0f4d17f3-6178-4c09-90fb-7be98c457ed4,"https://api.nga.gov/iiif/0f4d17f3-6178-4c09-90fb-7be98c457ed4/full/!200,200/0/default.jpg",3574,4891,,2011-04-07 15:46:46-04
127451,Photograph,1900-1920,photogravure mounted on brown wove paper,Lady of Charlotte,7f84e2d1-d7c8-4f57-90ad-17c340822974,https://api.nga.gov/iiif/7f84e2d1-d7c8-4f57-90ad-17c340822974,"https://api.nga.gov/iiif/7f84e2d1-d7c8-4f57-90ad-17c340822974/full/!200,200/0/default.jpg",3603,4886,,2011-04-07 15:43:37-04
127452,Photograph,1900-1920,photogravure in sepia on chine collé mounted on white paper and on dark gray wove paper,The Dance,5e034f48-dc00-4d2a-a321-c144b03ce878,https://api.nga.gov/iiif/5e034f48-dc00-4d2a-a321-c144b03ce878,"https://api.nga.gov/iiif/5e034f48-dc00-4d2a-a321-c144b03ce878/full/!200,200/0/default.jpg",3659,4976,,2011-04-07 15:54:21-04
127453,Photograph,1900-1920,photogravure mounted on gray wove paper,The Ranchman,c70a5a3e-51ee-4716-974c-390ab83a930f,https://api.nga.gov/iiif/c70a5a3e-51ee-4716-974c-390ab83a930f,"https://api.nga.gov/iiif/c70a5a3e-51ee-4716-974c-390ab83a930f/full/!200,200/0/default.jpg",3645,4971,,2011-04-07 15:53:05-04
127454,Photograph,1900-1920,photogravure in sepia printed on thick beige paper,Shylock--A Sketch,c72b5247-f6e4-45e9-8801-bbe2e3a2c107,https://api.nga.gov/iiif/c72b5247-f6e4-45e9-8801-bbe2e3a2c107,"https://api.nga.gov/iiif/c72b5247-f6e4-45e9-8801-bbe2e3a2c107/full/!200,200/0/default.jpg",3517,4914,,2011-04-07 15:52:04-04
127455,Photograph,1900-1920,photogravure in blue on chine collé mounted on white paper and on gray paper,Coquette,6d0438b5-86f7-4da1-a097-79825682b67d,https://api.nga.gov/iiif/6d0438b5-86f7-4da1-a097-79825682b67d,"https://api.nga.gov/iiif/6d0438b5-86f7-4da1-a097-79825682b67d/full/!200,200/0/default.jpg",3651,4994,,2011-04-07 15:53:41-04
127456,Photograph,1900-1920,photogravure mounted on light gray wove paper,A Study Head,38f8ea33-9667-40a3-9b2b-85b76234a98d,https://api.nga.gov/iiif/38f8ea33-9667-40a3-9b2b-85b76234a98d,"https://api.nga.gov/iiif/38f8ea33-9667-40a3-9b2b-85b76234a98d/full/!200,200/0/default.jpg",3567,4882,,2011-04-07 15:45:21-04
127457,Photograph,1900-1920,photogravure in sepia on chine collé mounted on white paper and on dark gray wove paper,Hailing the Ferry,2be287c0-a02d-424e-9fd6-028bb0e9e7be,https://api.nga.gov/iiif/2be287c0-a02d-424e-9fd6-028bb0e9e7be,"https://api.nga.gov/iiif/2be287c0-a02d-424e-9fd6-028bb0e9e7be/full/!200,200/0/default.jpg",3579,4905,640.0,2011-04-07 15:46:01-04
127458,Photograph,1900-1920,photogravure in red on chine collé mounted on white paper and on gray wove paper,A Study,a93f0d86-013b-4ece-ab74-6457449806bf,https://api.nga.gov/iiif/a93f0d86-013b-4ece-ab74-6457449806bf,"https://api.nga.gov/iiif/a93f0d86-013b-4ece-ab74-6457449806bf/full/!200,200/0/default.jpg",3610,4877,,2011-04-07 15:42:17-04
127459,Photograph,1900-1920,photogravure,Miss M. of Washington,4d2fcb7b-0b1e-44ef-b105-6ddf07addd50,https://api.nga.gov/iiif/4d2fcb7b-0b1e-44ef-b105-6ddf07addd50,"https://api.nga.gov/iiif/4d2fcb7b-0b1e-44ef-b105-6ddf07addd50/full/!200,200/0/default.jpg",3582,4890,,2011-04-07 15:44:30-04
127432,Photograph,1900-1920,photogravure,Alfred Stieglitz,6f1da899-d8af-4536-902c-63e40e556da8,https://api.nga.gov/iiif/6f1da899-d8af-4536-902c-63e40e556da8,"https://api.nga.gov/iiif/6f1da899-d8af-4536-902c-63e40e556da8/full/!200,200/0/default.jpg",2920,4265,,2011-03-30 16:49:16-04
127433,Photograph,1900-1920,photogravure,Landscape--Evening,5245468e-335c-4988-9f48-647619086ac7,https://api.nga.gov/iiif/5245468e-335c-4988-9f48-647619086ac7,"https://api.nga.gov/iiif/5245468e-335c-4988-9f48-647619086ac7/full/!200,200/0/default.jpg",2877,3739,640.0,2011-03-30 16:46:40-04
124995,Photograph,1900-1920,albumen print,"Saint-Denis, maison de retraite",886000ac-3649-4bf1-857d-439ec77ead70,https://api.nga.gov/iiif/886000ac-3649-4bf1-857d-439ec77ead70,"https://api.nga.gov/iiif/886000ac-3649-4bf1-857d-439ec77ead70/full/!200,200/0/default.jpg",2965,2358,,2007-09-24 10:43:16-04
136547,Photograph,1900-1920,gelatin silver print,"Photographische Sternkarten (April 24, 1901)",6f67e9b3-63ad-45dd-bcce-2d5be4973fe6,https://api.nga.gov/iiif/6f67e9b3-63ad-45dd-bcce-2d5be4973fe6,"https://api.nga.gov/iiif/6f67e9b3-63ad-45dd-bcce-2d5be4973fe6/full/!200,200/0/default.jpg",3545,4976,,2011-03-29 16:07:20-04
136546,Photograph,1900-1920,gelatin silver print,"Photographische Sternkarten (October 15, 1901)",03c59217-d2c6-4dd3-9235-4c7b3e965b34,https://api.nga.gov/iiif/03c59217-d2c6-4dd3-9235-4c7b3e965b34,"https://api.nga.gov/iiif/03c59217-d2c6-4dd3-9235-4c7b3e965b34/full/!200,200/0/default.jpg",3518,5000,,2011-03-29 16:04:55-04
150187,Photograph,1900-1920,platinum print,The Gate of Fairyland,cbc410e4-9bb2-4b9f-acaf-53b693a3b4f0,https://api.nga.gov/iiif/cbc410e4-9bb2-4b9f-acaf-53b693a3b4f0,"https://api.nga.gov/iiif/cbc410e4-9bb2-4b9f-acaf-53b693a3b4f0/full/!200,200/0/default.jpg",7298,5302,640.0,2017-05-08 11:40:46-04
150188,Photograph,1900-1920,gum dichromate print,Parting Day,b5191867-e356-41d3-b8fd-8502cff3956a,https://api.nga.gov/iiif/b5191867-e356-41d3-b8fd-8502cff3956a,"https://api.nga.gov/iiif/b5191867-e356-41d3-b8fd-8502cff3956a/full/!200,200/0/default.jpg",5117,3549,640.0,2011-04-28 15:45:45-04
210473,Photograph,1900-1920,cyanotype,"Learning about Rabbits, Washington, D.C.",3411c9da-80d6-4862-9ef8-7ed22d38f418,https://api.nga.gov/iiif/3411c9da-80d6-4862-9ef8-7ed22d38f418,"https://api.nga.gov/iiif/3411c9da-80d6-4862-9ef8-7ed22d38f418/full/!200,200/0/default.jpg",4000,3089,640.0,2017-10-12 13:30:29-04
218101,Photograph,1900-1920,photo-chromolithograph,"West Street, New York City",99c53b82-98e6-4e61-92e6-41b5efba31ee,https://api.nga.gov/iiif/99c53b82-98e6-4e61-92e6-41b5efba31ee,"https://api.nga.gov/iiif/99c53b82-98e6-4e61-92e6-41b5efba31ee/full/!200,200/0/default.jpg",9127,6704,640.0,2019-06-25 19:16:51-04
218103,Photograph,1900-1920,photo-chromolithograph,"Washington Bridge and Speedway, New York",7c0d6fcb-d171-4f8e-9aca-ff16074a518e,https://api.nga.gov/iiif/7c0d6fcb-d171-4f8e-9aca-ff16074a518e,"https://api.nga.gov/iiif/7c0d6fcb-d171-4f8e-9aca-ff16074a518e/full/!200,200/0/default.jpg",9126,7069,640.0,2019-06-25 19:25:50-04
217012,Photograph,1900-1920,photogravure with ink on tissue paper overlay,"Carte photographique de la lune, planche VI (Photographic Chart of the Moon, plate VI)",4d96d4de-5caf-403e-a02b-c41fddc6646f,https://api.nga.gov/iiif/4d96d4de-5caf-403e-a02b-c41fddc6646f,"https://api.nga.gov/iiif/4d96d4de-5caf-403e-a02b-c41fddc6646f/full/!200,200/0/default.jpg",6985,8753,,2018-08-30 22:16:46-04
226851,Photograph,1900-1920,gelatin silver print,"Cedar Stump House, Twenty Feet in Diameter, Edgecomb, Washington",aca152aa-dde2-49d4-bdf5-54be15bb8472,https://api.nga.gov/iiif/aca152aa-dde2-49d4-bdf5-54be15bb8472,"https://api.nga.gov/iiif/aca152aa-dde2-49d4-bdf5-54be15bb8472/full/!200,200/0/default.jpg",8893,6733,640.0,2023-06-23 09:59:27-04
204671,Photograph,1900-1920,photogravure,The Hand of Man,8639878a-eca8-43ec-80c9-7a518aba6ba6,https://api.nga.gov/iiif/8639878a-eca8-43ec-80c9-7a518aba6ba6,"https://api.nga.gov/iiif/8639878a-eca8-43ec-80c9-7a518aba6ba6/full/!200,200/0/default.jpg",1536,1129,,2014-11-12 13:03:03-05
149584,Photograph,1900-1920,photogravure,"Snapshot—From My Window, New York",1a2945b4-1930-4b30-a30c-d5ec627a1c34,https://api.nga.gov/iiif/1a2945b4-1930-4b30-a30c-d5ec627a1c34,"https://api.nga.gov/iiif/1a2945b4-1930-4b30-a30c-d5ec627a1c34/full/!200,200/0/default.jpg",1075,1536,,2014-11-07 15:05:51-05
204627,Photograph,1900-1920,photogravure,The Hand of Man,cc678a31-686d-48a5-b0bf-40771d87423b,https://api.nga.gov/iiif/cc678a31-686d-48a5-b0bf-40771d87423b,"https://api.nga.gov/iiif/cc678a31-686d-48a5-b0bf-40771d87423b/full/!200,200/0/default.jpg",1536,1131,,2014-11-07 15:03:59-05
35417,Photograph,1900-1920,photogravure,"From My Window, New York",7bcd413b-c115-49fa-b702-79dd23a828f6,https://api.nga.gov/iiif/7bcd413b-c115-49fa-b702-79dd23a828f6,"https://api.nga.gov/iiif/7bcd413b-c115-49fa-b702-79dd23a828f6/full/!200,200/0/default.jpg",4063,4553,,2014-02-05 15:47:33-05
35420,Photograph,1900-1920,photogravure on beige thin slightly textured laid Japanese paper,The Hand of Man,0a84352a-0ba1-46c1-9327-8acb12701692,https://api.nga.gov/iiif/0a84352a-0ba1-46c1-9327-8acb12701692,"https://api.nga.gov/iiif/0a84352a-0ba1-46c1-9327-8acb12701692/full/!200,200/0/default.jpg",5062,3841,,2014-09-02 11:14:50-04
35421,Photograph,1900-1920,gelatin silver print,The Hand of Man,87b2a9b4-f5d2-4834-b121-addf97842c4d,https://api.nga.gov/iiif/87b2a9b4-f5d2-4834-b121-addf97842c4d,"https://api.nga.gov/iiif/87b2a9b4-f5d2-4834-b121-addf97842c4d/full/!200,200/0/default.jpg",5657,4281,,2014-01-14 12:35:10-05
35422,Photograph,1900-1920,gelatin silver print,On the Ferry Boat,9eaf8670-9f70-44fb-abcf-186d22b893bc,https://api.nga.gov/iiif/9eaf8670-9f70-44fb-abcf-186d22b893bc,"https://api.nga.gov/iiif/9eaf8670-9f70-44fb-abcf-186d22b893bc/full/!200,200/0/default.jpg",5560,4332,,2014-02-10 14:55:54-05
132864,Photograph,1900-1920,platinum print,Alfred Stieglitz,130776b9-559d-4a90-bd2f-a7050a555767,https://api.nga.gov/iiif/130776b9-559d-4a90-bd2f-a7050a555767,"https://api.nga.gov/iiif/130776b9-559d-4a90-bd2f-a7050a555767/full/!200,200/0/default.jpg",3604,5161,,2006-03-06 14:50:27-05
139520,Photograph,1900-1920,platinum print,The Bat,e5e3955f-bac3-4539-90a6-d8e3255a8efa,https://api.nga.gov/iiif/e5e3955f-bac3-4539-90a6-d8e3255a8efa,"https://api.nga.gov/iiif/e5e3955f-bac3-4539-90a6-d8e3255a8efa/full/!200,200/0/default.jpg",3486,4685,,2011-04-28 16:34:07-04
153417,Photograph,1900-1920,platinum print,"York Minster, North Transept: ""In Sure and Certain Hope""",6393ae53-7e1f-49f5-98bb-ffd47d9ededa,https://api.nga.gov/iiif/6393ae53-7e1f-49f5-98bb-ffd47d9ededa,"https://api.nga.gov/iiif/6393ae53-7e1f-49f5-98bb-ffd47d9ededa/full/!200,200/0/default.jpg",2613,3633,640.0,2011-02-04 13:18:11-05
210159,Photograph,1900-1920,gelatin silver print,"Learning Dressmaking, Tuskegee Institute",f62d3ddd-0d5b-4e73-8f40-dce0fd96653d,https://api.nga.gov/iiif/f62d3ddd-0d5b-4e73-8f40-dce0fd96653d,"https://api.nga.gov/iiif/f62d3ddd-0d5b-4e73-8f40-dce0fd96653d/full/!200,200/0/default.jpg",4000,2771,640.0,2017-10-12 13:33:23-04
218100,Photograph,1900-1920,photo-chromolithograph,On the Beach at Coney Island,6d4f68d9-de3a-4db7-94f0-1fc89b6c28a1,https://api.nga.gov/iiif/6d4f68d9-de3a-4db7-94f0-1fc89b6c28a1,"https://api.nga.gov/iiif/6d4f68d9-de3a-4db7-94f0-1fc89b6c28a1/full/!200,200/0/default.jpg",7202,3602,640.0,2019-06-25 19:14:01-04
218184,Photograph,1900-1920,gelatin silver print with applied color,The Wright Brothers in Gliding Machine,b6315e26-0b0b-496c-91cf-30dfdf705d88,https://api.nga.gov/iiif/b6315e26-0b0b-496c-91cf-30dfdf705d88,"https://api.nga.gov/iiif/b6315e26-0b0b-496c-91cf-30dfdf705d88/full/!200,200/0/default.jpg",6024,5225,640.0,2019-07-05 22:27:24-04
217024,Photograph,1900-1920,photogravure with ink on tissue paper overlay,"Carte photographique de la lune, planche XVIII (Photographic Chart of the Moon, plate XVIII)",0a15b13c-63cd-4ec9-8bf4-8492464a7be4,https://api.nga.gov/iiif/0a15b13c-63cd-4ec9-8bf4-8492464a7be4,"https://api.nga.gov/iiif/0a15b13c-63cd-4ec9-8bf4-8492464a7be4/full/!200,200/0/default.jpg",6844,8645,,2018-08-31 00:33:31-04
217008,Photograph,1900-1920,photogravure with ink on tissue paper overlay,"Carte photographique de la lune, planche II (Photographic Chart of the Moon, plate II)",22e5019c-31ad-4d5d-bfd4-912884ab0b1f,https://api.nga.gov/iiif/22e5019c-31ad-4d5d-bfd4-912884ab0b1f,"https://api.nga.gov/iiif/22e5019c-31ad-4d5d-bfd4-912884ab0b1f/full/!200,200/0/default.jpg",6881,8703,,2018-08-30 20:54:05-04
217014,Photograph,1900-1920,photogravure with ink on tissue paper overlay,"Carte photographique de la lune, planche VIII (Photographic Chart of the Moon, plate VIII)",4aa604e9-c6a3-4420-83b2-61aafb8fbd64,https://api.nga.gov/iiif/4aa604e9-c6a3-4420-83b2-61aafb8fbd64,"https://api.nga.gov/iiif/4aa604e9-c6a3-4420-83b2-61aafb8fbd64/full/!200,200/0/default.jpg",6883,8621,,2018-08-30 22:31:04-04
204673,Photograph,1900-1920,photogravure,The Flatiron,e5566dd9-3375-4c7d-8a38-7edc74b5bce4,https://api.nga.gov/iiif/e5566dd9-3375-4c7d-8a38-7edc74b5bce4,"https://api.nga.gov/iiif/e5566dd9-3375-4c7d-8a38-7edc74b5bce4/full/!200,200/0/default.jpg",747,1536,,2014-11-12 13:00:51-05
35423,Photograph,1900-1920,photogravure on beige thin slightly textured laid Japanese paper,The Flatiron,89dd946e-1de1-4639-bcfe-0772564845bc,https://api.nga.gov/iiif/89dd946e-1de1-4639-bcfe-0772564845bc,"https://api.nga.gov/iiif/89dd946e-1de1-4639-bcfe-0772564845bc/full/!200,200/0/default.jpg",2619,5169,,2014-09-02 10:46:29-04
35424,Photograph,1900-1920,gelatin silver print,The Flatiron,cf01c166-5f2d-45a1-a691-d28ff4685496,https://api.nga.gov/iiif/cf01c166-5f2d-45a1-a691-d28ff4685496,"https://api.nga.gov/iiif/cf01c166-5f2d-45a1-a691-d28ff4685496/full/!200,200/0/default.jpg",4511,6058,,2014-02-06 18:27:43-05
35425,Photograph,1900-1920,gelatin silver print,The Flatiron,e36ff300-c027-407f-b0e8-4ff574ac2b76,https://api.nga.gov/iiif/e36ff300-c027-407f-b0e8-4ff574ac2b76,"https://api.nga.gov/iiif/e36ff300-c027-407f-b0e8-4ff574ac2b76/full/!200,200/0/default.jpg",4490,5591,,2014-02-10 14:50:57-05
35426,Photograph,1900-1920,photogravure on beige thick moderately textured wove paper,"The Railroad Yard, Winter",e1fbef28-ec68-453e-b086-8cc41cd09e0b,https://api.nga.gov/iiif/e1fbef28-ec68-453e-b086-8cc41cd09e0b,"https://api.nga.gov/iiif/e1fbef28-ec68-453e-b086-8cc41cd09e0b/full/!200,200/0/default.jpg",4151,4921,,2014-09-02 11:23:15-04
136738,Photograph,1900-1920,photogravure,Photographie Lunaire Albategnius - Triesnecker - Manilius,9a66ef09-de5e-469e-952f-265b52d5ec01,https://api.nga.gov/iiif/9a66ef09-de5e-469e-952f-265b52d5ec01,"https://api.nga.gov/iiif/9a66ef09-de5e-469e-952f-265b52d5ec01/full/!200,200/0/default.jpg",2860,3508,,2011-03-08 11:55:33-05
135029,Photograph,1900-1920,gelatin silver print,"""Flash Light""",d4ed5269-9556-4ea5-b678-47903a1720b7,https://api.nga.gov/iiif/d4ed5269-9556-4ea5-b678-47903a1720b7,"https://api.nga.gov/iiif/d4ed5269-9556-4ea5-b678-47903a1720b7/full/!200,200/0/default.jpg",2943,3684,,2011-01-31 16:49:52-05
197722,Photograph,1900-1920,gelatin silver print,Street Musicians,afe1a4da-64f3-4b78-8719-635cd28de166,https://api.nga.gov/iiif/afe1a4da-64f3-4b78-8719-635cd28de166,"https://api.nga.gov/iiif/afe1a4da-64f3-4b78-8719-635cd28de166/full/!200,200/0/default.jpg",2520,3340,,2015-07-07 14:55:50-04
218182,Photograph,1900-1920,gelatin silver print with applied color,Wright Brothers’ First Flight,152faf7a-ba5c-4b3f-aa67-f81f3c0285c9,https://api.nga.gov/iiif/152faf7a-ba5c-4b3f-aa67-f81f3c0285c9,"https://api.nga.gov/iiif/152faf7a-ba5c-4b3f-aa67-f81f3c0285c9/full/!200,200/0/default.jpg",6650,2902,640.0,2019-07-05 22:31:16-04
218183,Photograph,1900-1920,gelatin silver print,New Print Produced on First Air Flight,43c74394-add0-4c2f-b9dc-eb97ba4bc456,https://api.nga.gov/iiif/43c74394-add0-4c2f-b9dc-eb97ba4bc456,"https://api.nga.gov/iiif/43c74394-add0-4c2f-b9dc-eb97ba4bc456/full/!200,200/0/default.jpg",9286,6574,640.0,2019-07-05 22:29:41-04
218185,Photograph,1900-1920,gelatin silver print,First Flight,3b014e17-0327-4425-b395-d32e9626e2c1,https://api.nga.gov/iiif/3b014e17-0327-4425-b395-d32e9626e2c1,"https://api.nga.gov/iiif/3b014e17-0327-4425-b395-d32e9626e2c1/full/!200,200/0/default.jpg",7985,5523,640.0,2019-07-05 22:25:34-04
217019,Photograph,1900-1920,photogravure with ink on tissue paper overlay,"Carte photographique de la lune, planche XIII (Photographic Chart of the Moon, plate XIII)",866b4e4e-c147-4f47-ba53-c0795126ce6b,https://api.nga.gov/iiif/866b4e4e-c147-4f47-ba53-c0795126ce6b,"https://api.nga.gov/iiif/866b4e4e-c147-4f47-ba53-c0795126ce6b/full/!200,200/0/default.jpg",6820,8585,,2018-08-30 23:21:35-04
217025,Photograph,1900-1920,photogravure with ink on tissue paper overlay,"Carte photographique de la lune, planche XIX (Photographic Chart of the Moon, plate XIX)",c04f3ec3-2008-4c04-880b-098242906b85,https://api.nga.gov/iiif/c04f3ec3-2008-4c04-880b-098242906b85,"https://api.nga.gov/iiif/c04f3ec3-2008-4c04-880b-098242906b85/full/!200,200/0/default.jpg",6970,8695,,2018-08-31 00:36:18-04
204675,Photograph,1900-1920,photogravure,Horses,8bc4e7aa-7fea-40aa-af6c-1d3d29b7e8ee,https://api.nga.gov/iiif/8bc4e7aa-7fea-40aa-af6c-1d3d29b7e8ee,"https://api.nga.gov/iiif/8bc4e7aa-7fea-40aa-af6c-1d3d29b7e8ee/full/!200,200/0/default.jpg",1536,1215,,2014-11-07 14:58:08-05
204677,Photograph,1900-1920,photogravure,Going to the Start,b5166fb8-3845-46a8-8785-b1ad7f5a8281,https://api.nga.gov/iiif/b5166fb8-3845-46a8-8785-b1ad7f5a8281,"https://api.nga.gov/iiif/b5166fb8-3845-46a8-8785-b1ad7f5a8281/full/!200,200/0/default.jpg",1373,1536,,2014-11-06 12:40:08-05
204680,Photograph,1900-1920,photogravure,Miss S.R.,5954226e-16ef-4c89-a5b6-ea288fad0f14,https://api.nga.gov/iiif/5954226e-16ef-4c89-a5b6-ea288fad0f14,"https://api.nga.gov/iiif/5954226e-16ef-4c89-a5b6-ea288fad0f14/full/!200,200/0/default.jpg",1042,1536,,2014-11-07 14:55:36-05
204681,Photograph,1900-1920,photogravure,Ploughing,ab3e529a-fcca-4010-8b22-33572d71bfb7,https://api.nga.gov/iiif/ab3e529a-fcca-4010-8b22-33572d71bfb7,"https://api.nga.gov/iiif/ab3e529a-fcca-4010-8b22-33572d71bfb7/full/!200,200/0/default.jpg",1536,1199,,2014-11-12 12:58:03-05
204686,Photograph,1900-1920,photogravure,"Snapshot—From My Window, Berlin",c6c6265f-0f33-4cb1-b5f1-c2c931345351,https://api.nga.gov/iiif/c6c6265f-0f33-4cb1-b5f1-c2c931345351,"https://api.nga.gov/iiif/c6c6265f-0f33-4cb1-b5f1-c2c931345351/full/!200,200/0/default.jpg",1256,1536,,2014-11-07 15:00:27-05
204633,Photograph,1900-1920,photogravure,Portrait—S.R.,37c375e8-f08f-4267-87ff-b04bd9397d29,https://api.nga.gov/iiif/37c375e8-f08f-4267-87ff-b04bd9397d29,"https://api.nga.gov/iiif/37c375e8-f08f-4267-87ff-b04bd9397d29/full/!200,200/0/default.jpg",1048,1536,,2014-11-10 12:47:17-05
35427,Photograph,1900-1920,platinum print on yellow paper,Miss S.R.,d93bf7b0-78e8-4810-9cbb-c1676130df50,https://api.nga.gov/iiif/d93bf7b0-78e8-4810-9cbb-c1676130df50,"https://api.nga.gov/iiif/d93bf7b0-78e8-4810-9cbb-c1676130df50/full/!200,200/0/default.jpg",4271,5299,,2014-02-10 15:44:17-05
35428,Photograph,1900-1920,gelatin silver print,Miss S.R.,6cfd8133-025a-450a-805c-38596aeea618,https://api.nga.gov/iiif/6cfd8133-025a-450a-805c-38596aeea618,"https://api.nga.gov/iiif/6cfd8133-025a-450a-805c-38596aeea618/full/!200,200/0/default.jpg",4025,4962,,2014-01-14 10:55:10-05
35429,Photograph,1900-1920,photogravure on cream medium weight very smooth wove Japanese paper,Horses—Tirol,6848950a-c255-4054-8477-3e2412f8ebfe,https://api.nga.gov/iiif/6848950a-c255-4054-8477-3e2412f8ebfe,"https://api.nga.gov/iiif/6848950a-c255-4054-8477-3e2412f8ebfe/full/!200,200/0/default.jpg",5381,4114,,2014-09-02 12:13:57-04
35431,Photograph,1900-1920,photogravure,"Going to the Post, Morris Park",27c2e808-7c3f-4d70-b1a8-518e5aa58f6e,https://api.nga.gov/iiif/27c2e808-7c3f-4d70-b1a8-518e5aa58f6e,"https://api.nga.gov/iiif/27c2e808-7c3f-4d70-b1a8-518e5aa58f6e/full/!200,200/0/default.jpg",4175,4879,,2014-09-02 11:39:27-04
35436,Photograph,1900-1920,platinum print processed with mercury,Kitty—Flower-Pot,5b62e9b4-cb25-472a-96f9-4eb6db7a2ea8,https://api.nga.gov/iiif/5b62e9b4-cb25-472a-96f9-4eb6db7a2ea8,"https://api.nga.gov/iiif/5b62e9b4-cb25-472a-96f9-4eb6db7a2ea8/full/!200,200/0/default.jpg",4471,5586,,2014-02-05 16:38:30-05
94775,Photograph,1900-1920,albumen print,Le Pont Marie,17246753-914f-4281-bc1c-1a114b21b7fb,https://api.nga.gov/iiif/17246753-914f-4281-bc1c-1a114b21b7fb,"https://api.nga.gov/iiif/17246753-914f-4281-bc1c-1a114b21b7fb/full/!200,200/0/default.jpg",2930,2386,,2007-09-24 10:33:59-04
